# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 1 --numValues 2 --inactive 5 --incycles 20 --storevectors 0 --width 100 --tol 2.22045e-16 --arnoldimethod\n explicit --power --relaxed 0.0 --residual --tracks 1000000 --active 25 --acycles 200 --evectors 2 --evalues\n 2 --seed 3676908131 --Iterations 30 -r --bins 50 -f Bins/100mfp.b50.dat  seed = 3676908131
# filename = Bins/100mfp.b50.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 1, seed = 3676908131, width = 100, bins = 50, acycles = 200, incycles = 20, active = 25, inactive = 5, Iterations = 30, numValues = 2, relaxed = 0, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18           19            20           21           22            23           24           25            26           27           28           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   41           0.12449      0.0038655     41           -0.0069724   -0.0061212    41           0.12146      0.0038333     41           0.0051725    0.0060846     6.3E+08      2.7664        6.3E+08      0             6.3E+08      2.0631       0.00024622    6.3E+08      -0.25168     0.19183       6.3E+08      2.0301       0.018956      6.3E+08      0.15323      -0.23987      
   43           0.15228      0.000395      43           -0.0076574   -0.0080105    43           0.14595      0.0014726     43           0.00091417   -0.011754     6.6E+08      1.6434        6.6E+08      0             6.6E+08      2.0534       0.00051219    6.6E+08      -0.23687     -0.18087      6.6E+08      1.9963       0.01674       6.6E+08      0.14422      -0.22344      
   45           0.13538      0.00086559    45           -0.0026235   -0.0082406    45           0.13171      0.0004598     45           0.0029392    0.008892      6.9E+08      2.7879        6.9E+08      0             6.9E+08      2.0599       0.0017392     6.9E+08      -0.17182     0.18204       6.9E+08      2.0059       0.017746      6.9E+08      0.084318     -0.21886      
   47           0.15504      0.00044722    47           -0.0090556   -0.011686     47           0.14953      0.00047343    47           0.0048837    -0.013841     7.2E+08      2.0504        7.2E+08      0             7.2E+08      2.0502       0.00067826    7.2E+08      -0.1281      -0.17737      7.2E+08      1.999        0.015334      7.2E+08      0.0452       -0.21059      
   49           0.14007      0.0061148     49           0.0077259    0.0080656     49           0.13523      0.0060302     49           -0.010883    -0.0089638    7.5E+08      0.72935       7.5E+08      0             7.5E+08      2.0143       0.0001817     7.5E+08      -0.13217     0.16489       7.5E+08      1.9657       0.016056      7.5E+08      0.053412     -0.19768      
   51           0.1433       0.0043448     51           -0.014079    -0.010472     51           0.13863      0.0038297     51           0.014859     0.011464      7.8E+08      2.9071        7.8E+08      0             7.8E+08      2.0221       0.0026523     7.8E+08      -0.076503    0.16601       7.8E+08      1.9758       0.017337      7.8E+08      0.0014983    -0.19489      
   53           0.14856      0.00065264    53           -0.004607    -0.0082294    53           0.14348      0.00022223    53           -0.0030326   -0.010072     8.1E+08      2.3602        8.1E+08      0             8.1E+08      2.0233       0.0027307     8.1E+08      -0.039673    0.1625        8.1E+08      1.9791       0.016859      8.1E+08      -0.031922    -0.18887      
   55           0.15139      0.0019101     55           -0.01292     -0.011003     55           0.14638      0.0012497     55           0.0093126    0.012485      8.4E+08      2.8516        8.4E+08      0             8.4E+08      2.0287       0.0039837     8.4E+08      0.0067943    0.16189       8.4E+08      1.9864       0.017333      8.4E+08      -0.075277    -0.18554      
   57           0.13882      0.0050533     57           0.0094808    0.0082901     57           0.13349      0.0044249     57           -0.00772     -0.010271     8.7E+08      3.0103        8.7E+08      0             8.7E+08      2.0313       0.0028634     8.7E+08      -0.044232    0.16294       8.7E+08      1.9908       0.014735      8.7E+08      -0.021397    -0.18526      
   59           0.14725      0.0031082     59           -0.013833    -0.0086192    59           0.14268      0.0018725     59           0.0074391    0.010632      9E+08        2.5936        9E+08        0             9E+08        2.034        0.0021637     9E+08        -0.077061    0.15967       9E+08        1.9951       0.013085      9E+08        0.014057     -0.18108      
   61           0.13467      0.0019833     61           0.0013253    0.0062107     61           0.1287       0.0018444     61           -0.00018562  -0.0096191    
   63           0.12652      0.0045012     63           -0.012081    -0.0075173    63           0.12227      0.0034169     63           0.0077459    0.0085749     
   65           0.14794      0.001112      65           1.0316E-05   0.010384      65           0.14316      0.0020448     65           -0.0049335   -0.011793     
   67           0.12785      5.8473E-05    67           -0.0081047   -0.0052805    67           0.12331      0.0017772     67           0.00070528   -0.0091416    
   69           0.136        0.00047168    69           -0.0030341   -0.0068263    69           0.13021      0.00021704    69           0.010953     0.011696      
   71           0.13882      0.0029361     71           -0.0057266   0.0016415     71           0.13503      0.0018982     71           -0.0073688   -0.0082735    
   73           0.12139      0.0057237     73           -0.0075695   -0.0024216    73           0.11604      0.001737      73           0.0095502    0.0056577     
   75           0.12272      0.0042016     75           0.00084556   0.00044294    75           0.12017      0.0047499     75           -0.0044624   0.00075189    
   77           0.12612      0.0033354     77           -0.0080938   -0.0063803    77           0.11976      0.00087786    77           0.0069084    0.010637      
   79           0.11036      0.001044      79           -0.0043254   0.004838      79           0.10706      0.0017867     79           0.0020765    -0.007314     
   81           0.12392      0.00566       81           0.0064524    0.0086396     81           0.12052      0.005658      81           -0.010535    -0.008826     
   83           0.10936      0.0078707     83           -0.01756     -0.0065381    83           0.10429      0.0058277     83           0.017402     0.0081773     
   85           0.10914      0.0019956     85           0.00060596   0.0054874     85           0.10639      0.0020592     85           -0.0031186   -0.0062046    
   87           0.068052     0.0066368     87           0.0014961    -0.0023729    87           0.064761     0.005151      87           -0.0042204   0.0019845     
   89           0.075347     0.0070602     89           -0.008352    -0.0016802    89           0.070743     0.0011572     89           0.0074654    -0.0078146    
   91           0.050972     0.0081597     91           0.0093604    0.003576      91           0.050646     0.0075429     91           -0.010297    -0.0038922    
   93           0.037462     0.010125      93           -0.0069921   -0.0010592    93           0.033872     0.0036484     93           0.0052582    -0.00098551   
   95           0.037267     0.0043356     95           0.0024201    -0.0014902    95           0.035641     0.0033378     95           -0.00080343  0.0012692     
   97           0.011753     0.0058596     97           -0.0029203   -0.00060519   97           0.011788     0.0045536     97           0.0032825    -0.0020363    
   99           0.018646     0.0072188     99           0.011371     0.00029001    99           0.018834     0.0065979     99           -0.012385    -0.00079134   
