# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 1 --numValues 2 --inactive 5 --incycles 20 --storevectors 0 --width 100 --tol 2.22045e-16 --arnoldimethod\n explicit --power --relaxed 0.0 --residual --tracks 10000000 --active 25 --acycles 200 --evectors 2 --evalues\n 2 --seed 3676908131 --Iterations 30 -r --bins 50 -f Bins/100mfp.10M.b50.dat  seed = 3676908131
# filename = Bins/100mfp.10M.b50.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 1, seed = 3676908131, width = 100, bins = 50, acycles = 200, incycles = 20, active = 25, inactive = 5, Iterations = 30, numValues = 2, relaxed = 0, tracks = 10000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18           19            20           21           22            23           24           25            26           27           28           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   21           0.14994      0.016006      21           0.007244     -0.00080168   21           0.16282      0.0017891     21           -0.003406    0.011051      3.3E+09      2.5156        3.3E+09      0             3.3E+09      1.8184       0.05855       3.3E+09      0.40144      0.12187       3.3E+09      1.7406       0.098982      3.3E+09      -0.40144     -0.1247       
   23           0.14282      0.013816      23           0.0057201    -0.0027061    23           0.15125      0.0061282     23           -0.0026936   0.0056404     3.6E+09      2.7751        3.6E+09      0             3.6E+09      1.8683       0.014866      3.6E+09      0.21182      -0.19312      3.6E+09      1.8016       0.0047729     3.6E+09      -0.21182     0.17853       
   25           0.14465      0.027557      25           0.014696     0.0020951     25           0.17624      0.012924      25           -0.01905     -0.0022172    3.9E+09      1.1506        3.9E+09      0             3.9E+09      1.7657       0.028671      3.9E+09      0.23294      -0.14279      3.9E+09      1.7074       0.018184      3.9E+09      -0.23294     0.13166       
   27           0.15733      0.02224       27           0.0078542    -0.00062019   27           0.18515      0.0028872     27           -0.0055948   0.010045      4.2E+09      1.0611        4.2E+09      0             4.2E+09      1.6999       0.015416      4.2E+09      0.20706      -0.11152      4.2E+09      1.6307       0.028062      4.2E+09      -0.15598     -0.11944      
   29           0.13997      0.019854      29           -0.0027984   0.0015136     29           0.15288      0.012396      29           0.010744     -0.0019465    2.0503E+08   0.78028       2.0503E+08   0             2.0503E+08   1.6461       0.0044563     2.0503E+08   0.18635      -0.087665     2.0503E+08   1.5712       0.036815      2.0503E+08   -0.14038     -0.096444     
   31           0.12693      0.03136       31           0.019778     0.0043237     31           0.18236      0.013585      31           -0.025034    -0.0048144    5.0503E+08   1.4763        5.0503E+08   0             5.0503E+08   1.6292       0.0088535     5.0503E+08   0.21276      -0.082381     5.0503E+08   1.5611       0.029325      5.0503E+08   -0.17097     -0.090467     
   33           0.14083      0.017252      33           -0.005041    -0.0022874    33           0.15677      0.0056853     33           0.0061642    0.008903      8.0503E+08   1.5332        8.0503E+08   0             8.0503E+08   1.6241       0.0034738     8.0503E+08   0.15223      -0.094781     8.0503E+08   1.5616       0.022405      8.0503E+08   -0.11392     -0.09818      
   35           0.14133      0.020119      35           0.017604     0.0042271     35           0.13808      0.016711      35           -0.016094    -0.0025032    1.105E+09    2.0672        1.105E+09    0             1.105E+09    1.6495       0.016013      1.105E+09    0.094918     -0.10166      1.105E+09    1.5919       0.0036105     1.105E+09    -0.059556    -0.098392     
   37           0.1523       0.0090588     37           -0.00048616  -0.0034048    37           0.13271      0.011749      37           0.00087562   0.0038212     1.405E+09    0.90133       1.405E+09    0             1.405E+09    1.6366       0.014116      1.405E+09    0.088138     -0.093683     1.405E+09    1.5689       0.004471      1.405E+09    -0.055302    -0.08879      
   39           0.1315       0.013701      39           0.011073     -0.0011132    39           0.13998      0.0025467     39           -0.0047884   -0.0036103    1.705E+09    1.6051        1.705E+09    0             1.705E+09    1.653        0.014378      1.705E+09    0.082263     -0.086371     1.705E+09    1.567        0.0042498     1.705E+09    -0.051615    -0.08293      
   41           0.048043     0.036985      41           0.0025567    0.0032189     41           0.13457      0.02548       41           -0.010057    -0.00093752   2.005E+09    2.4225        2.005E+09    0             2.005E+09    1.6886       0.017032      2.005E+09    0.077121     -0.074165     2.005E+09    1.6019       0.022687      2.005E+09    0.035529     0.11191       
   43           0.068371     0.019224      43           0.0070093    -0.0017829    43           0.11157      0.006982      43           -0.0035886   0.0027949     2.305E+09    2.7209        2.305E+09    0             2.305E+09    1.7129       0.0011402     2.305E+09    0.1303       0.082015      2.305E+09    1.6312       0.0052016     2.305E+09    -0.02428     0.11499       
   45           0.11594      0.0087558     45           0.0046176    0.0013243     45           0.085247     0.012536      45           -0.0072642   -0.0014283    2.605E+09    2.8776        2.605E+09    0             2.605E+09    1.7354       0.013569      2.605E+09    0.062714     -0.10008      2.605E+09    1.6583       0.017276      2.605E+09    0.03742      0.12235       
   47           0.096838     0.013471      47           0.0099144    0.003167      47           0.05361      0.020312      47           -0.012532    -0.0026449    2.905E+09    1.2275        2.905E+09    0             2.905E+09    1.7315       0.01273       2.905E+09    0.059413     -0.094772     2.905E+09    1.6375       0.024945      2.905E+09    -0.043728    0.14007       
   49           0.099003     0.0092799     49           0.0051873    0.0018117     49           0.074708     0.011976      49           -0.0027591   -0.0010584    3.205E+09    2.767         3.205E+09    0             3.205E+09    1.7528       0.0021183     3.205E+09    0.10318      -0.096717     3.205E+09    1.6635       0.015059      3.205E+09    -0.088274    0.13644       
   51           0.046845     0.019026      51           0.011219     0.0056571     51           0.065609     0.015574      51           -0.014992    -0.0043868    3.505E+09    1.2019        3.505E+09    0             3.505E+09    1.7339       0.0052818     3.505E+09    0.1198       -0.091824     3.505E+09    1.6489       0.016138      3.505E+09    -0.10561     0.13047       
   53           0.06251      0.011006      53           -0.0034004   0.00080912    53           0.065302     0.0075884     53           0.0033256    -0.0026955    3.805E+09    3.0334        3.805E+09    0             3.805E+09    1.7519       0.014115      3.805E+09    0.059542     -0.10493      3.805E+09    1.6708       0.02313       3.805E+09    -0.045996    0.1369        
   55           0.056077     0.017049      55           0.011145     0.0019096     55           0.084846     0.010627      55           -0.0083382   -0.0023511    4.105E+09    2.3595        4.105E+09    0             4.105E+09    1.7622       0.0099528     4.105E+09    0.091807     -0.10434      4.105E+09    1.6846       0.018441      4.105E+09    -0.07885     0.13359       
   57           0.078372     0.010377      57           0.0038414    0.0001502     57           0.086636     0.0033816     57           -0.0052631   -0.00011052   1.1007E+08   2.6348        1.1007E+08   0             1.1007E+08   1.7752       0.013637      1.1007E+08   0.050668     -0.10748      1.1007E+08   1.7008       0.021645      1.1007E+08   -0.038251    0.1337        
   59           0.042949     0.017162      59           0.006806     0.00061597    59           0.068552     0.013033      59           -0.0041582   -0.00061525   4.1007E+08   2.8501        4.1007E+08   0             4.1007E+08   1.7915       0.0072213     4.1007E+08   0.087438     -0.10757      4.1007E+08   1.72         0.015067      4.1007E+08   -0.075517    0.13133       
   61           0.05313      0.010831      61           0.0027586    0.002773      61           0.059104     0.0099171     61           -0.0029612   -0.0029113    
   63           0.042686     0.014209      63           0.0055095    0.0021374     63           0.045504     0.013542      63           -0.0036621   -0.0024814    
   65           0.07263      0.015426      65           0.0071898    0.00024469    65           0.062271     0.014839      65           -0.008973    -0.00059549   
   67           0.0057103    0.018616      67           -0.0039893   0.0025165     67           0.012156     0.01729       67           0.0016016    -0.0026647    
   69           0.078263     0.01293       69           0.016788     0.0048901     69           0.04743      0.017648      69           -0.013972    -0.0047226    
   71           0.031383     0.018462      71           -0.0027094   0.0051332     71           0.01405      0.019037      71           0.0022353    -0.0048175    
   73           0.020007     0.020911      73           0.011611     0.0043786     73           0.020089     0.020049      73           -0.014046    -0.0034366    
   75           0.031537     0.015716      75           0.00084423   0.0017409     75           0.03865      0.014903      75           -4.7433E-05  -0.0010132    
   77           -0.019274    0.026526      77           0.0070438    0.0056591     77           0.028025     0.024221      77           -0.0069074   -0.0046117    
   79           0.04039      0.021749      79           0.00078697   -8.5318E-05   79           0.010017     0.022038      79           -0.0064017   0.0013007     
   81           0.044838     0.019297      81           0.0089652    -0.00024534   81           0.016084     0.020726      81           -0.0034524   -5.444E-05    
   83           0.002832     0.022159      83           0.008548     0.0043648     83           -0.0094923   0.020602      83           -0.015725    -0.0030537    
   85           0.054441     0.020843      85           -0.0048302   0.0025982     85           0.0036536    0.022307      85           0.0077228    -0.00086854   
   87           0.02753      0.015126      87           0.012705     0.0018734     87           0.039739     0.013164      87           -0.0084703   -0.001634     
   89           -0.014111    0.026598      89           -0.00060537  0.0025033     89           0.039166     0.023738      89           -0.0084554   -0.00083732   
   91           -0.0086862   0.016479      91           0.0021591    -0.00053017   91           0.032959     0.014573      91           -0.00094664  0.0013517     
   93           0.039872     0.0076858     93           0.0038544    0.0029385     93           0.020921     0.0097481     93           -0.00092598  -0.0028904    
   95           0.026573     0.010117      95           -0.001131    0.00051658    95           0.0017556    0.011233      95           0.00010885   -0.00013563   
   97           0.028166     0.0098676     97           0.0042785    0.0021034     97           0.00685      0.010738      97           -0.0059029   -0.002184     
   99           0.021335     0.0093463     99           0.00048556   -0.0012331    99           0.0024225    0.0099182     99           -0.0050145   0.0016386     
